,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Component 3,Role 3,Mole Fraction 3,Exact Amount 3,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),DielectricConstant Value (),DielectricConstant Uncertainty (),Density Value (g / ml),Density Uncertainty (g / ml),ExcessMolarVolume Value (cm ** 3 / mol),ExcessMolarVolume Uncertainty (cm ** 3 / mol),Source,match
2113,5844196774703012404,298.15,101.0,Liquid,2,CCO,Solvent,0.25012,,OCCO,Solvent,0.74988,,,,,,,,,,1.0324020000000005,0.0001265,,,10.1021/je9010882,thr
2114,8146697514608823097,298.15,101.0,Liquid,2,CCO,Solvent,0.2967,,OCCOCCO,Solvent,0.7033,,,,,,0.193,0.0015,,,,,,,10.1016/j.tca.2009.06.004,thr
2115,7159059493578520390,298.15,101.0,Liquid,2,CCO,Solvent,0.4963,,OCCOCCO,Solvent,0.5037,,,,,,0.262,0.002,,,,,,,10.1016/j.tca.2009.06.004,thr
2116,-602919300299017205,298.15,101.0,Liquid,2,CCO,Solvent,0.7041,,OCCOCCO,Solvent,0.2959,,,,,,0.252,0.002,,,,,,,10.1016/j.tca.2009.06.004,thr
2288,2451866437596998973,298.15,101.0,Liquid,2,CCO,Solvent,0.2498,,COC(=O)OC,Solvent,0.7502,,,,,,,,,,1.0093400000000003,0.00011,,,10.1021/je060217u,thr
2289,1542586548258395218,298.15,101.0,Liquid,2,CCO,Solvent,0.5,,COC(=O)OC,Solvent,0.5,,,,,,,,,,0.9474000000000002,0.00016,,,10.1021/je060217u,thr
2290,-2197982590461790894,298.15,101.0,Liquid,2,CCO,Solvent,0.7499,,COC(=O)OC,Solvent,0.2501,,,,,,,,,,0.8741000000000002,0.000215,,,10.1021/je060217u,thr
2291,-2407369017637737902,313.15,100.0,Liquid,2,CCO,Solvent,0.2488,,COC(=O)OC,Solvent,0.7512,,,,,,1.54179,0.00636,,,,,,,10.1021/je050052+,thr
2292,8785560613535188986,313.15,100.0,Liquid,2,CCO,Solvent,0.6988,,COC(=O)OC,Solvent,0.3012,,,,,,1.68724,0.00692,,,,,,,10.1021/je050052+,thr
2293,-2590068653384317550,313.15,100.0,Liquid,2,CCO,Solvent,0.4992999999999999,,COC(=O)OC,Solvent,0.5007,,,,,,1.8681,0.00762,,,,,,,10.1021/je050052+,thr
2333,7458261497965647570,298.15,101.0,Liquid,2,CC1CCCC1,Solvent,0.2055,,CCO,Solvent,0.7945,,,,,,,,,,0.7671200000000001,0.00054,,,10.1016/j.jct.2005.12.010,thr
2334,6432451636668744826,298.15,101.0,Liquid,2,CC1CCCC1,Solvent,0.5007,,CCO,Solvent,0.4992999999999999,,,,,,,,,,0.7527900000000002,0.000715,,,10.1016/j.jct.2005.12.010,thr
2335,8467165782455927743,298.15,101.0,Liquid,2,CC1CCCC1,Solvent,0.7115,,CCO,Solvent,0.2885,,,,,,,,,,0.7464200000000001,0.00087,,,10.1016/j.jct.2005.12.010,thr
2479,-6957894212952079498,298.15,101.0,Liquid,2,CC(=O)OCC(C)C,Solvent,0.277,,CCO,Solvent,0.723,,,,,,,,,,0.8222000000000003,0.00015,,,10.1016/j.fluid.2012.06.013,thr
2480,6519295659142160979,298.15,101.0,Liquid,2,CC(=O)OCC(C)C,Solvent,0.44,,CCO,Solvent,0.56,,,,,,,,,,0.8363000000000002,0.00015,,,10.1016/j.fluid.2012.06.013,thr
2481,7402888211788731994,298.15,101.0,Liquid,2,CC(=O)OCC(C)C,Solvent,0.742,,CCO,Solvent,0.258,,,,,,,,,,0.8549000000000002,0.00015,,,10.1016/j.fluid.2012.06.013,thr
2548,7494940129100062127,308.15,101.0,Liquid,2,CCO,Solvent,0.2381,,c1ccccc1,Solvent,0.7619,,,,,,1.0031,0.0127,,,,,,,10.1016/j.fluid.2006.04.016,thr
2549,8272595647069629251,308.15,101.0,Liquid,2,CCO,Solvent,0.4799,,c1ccccc1,Solvent,0.5201,,,,,,0.9316,0.01185,,,,,,,10.1016/j.fluid.2006.04.016,thr
2550,268587206311872642,308.15,101.0,Liquid,2,CCO,Solvent,0.7447,,c1ccccc1,Solvent,0.2552999999999999,,,,,,0.5197,0.0068,,,,,,,10.1016/j.fluid.2006.04.016,thr
2551,8050494913721203979,298.15,101.325,Liquid,2,CCO,Solvent,0.2059,,c1ccccc1,Solvent,0.7941,,,,,,,,,,0.8598350000000002,0.0001165,,,10.1016/j.fluid.2005.10.022,thr
2552,-1767099658052253147,298.15,101.325,Liquid,2,CCO,Solvent,0.5,,c1ccccc1,Solvent,0.5,,,,,,,,,,0.8382990000000001,0.0001295,,,10.1016/j.fluid.2005.10.022,thr
2553,-2815751277445000636,298.15,101.325,Liquid,2,CCO,Solvent,0.7433,,c1ccccc1,Solvent,0.2567,,,,,,,,,,0.8160970000000002,0.00014,,,10.1016/j.fluid.2005.10.022,thr
2647,1057371882698805772,293.15,101.0,Liquid,2,CC(=O)OCCC(C)C,Solvent,0.2224,,CCO,Solvent,0.7776000000000001,,,,,,,,,,0.8238200000000002,7.500000000000002e-05,,,10.1016/j.jct.2010.12.009,thr
2648,-7499113519008530644,293.15,101.0,Liquid,2,CC(=O)OCCC(C)C,Solvent,0.524,,CCO,Solvent,0.476,,,,,,,,,,0.8499800000000002,8.000000000000002e-05,,,10.1016/j.jct.2010.12.009,thr
2649,5406486907484723293,293.15,101.0,Liquid,2,CC(=O)OCCC(C)C,Solvent,0.7774,,CCO,Solvent,0.2226,,,,,,,,,,0.8637600000000002,9.500000000000002e-05,,,10.1016/j.jct.2010.12.009,thr
3263,-7141317048782790469,298.15,101.325,Liquid,2,CCCCCC,Solvent,0.7574,,CCO,Solvent,0.2426,,,,,,0.5503,0.00855,,,,,,,10.1016/j.fluid.2005.08.001,thr
3264,1432575254914454613,298.15,101.325,Liquid,2,CCCCCC,Solvent,0.51,,CCO,Solvent,0.49,,,,,,0.5637,0.0088,,,,,,,10.1016/j.fluid.2005.08.001,thr
3265,1721048155655185963,298.15,101.325,Liquid,2,CCCCCC,Solvent,0.2875,,CCO,Solvent,0.7125,,,,,,0.4453,0.00695,,,,,,,10.1016/j.fluid.2005.08.001,thr
3266,2818870221808346195,298.15,101.0,Liquid,2,CCCCCC,Solvent,0.7996,,CCO,Solvent,0.2004,,,,,,,,,,0.6660000000000001,0.0004,,,10.1016/j.jct.2007.02.008,thr
3267,-2604006033073094726,298.15,101.0,Liquid,2,CCCCCC,Solvent,0.5001,,CCO,Solvent,0.4999,,,,,,,,,,0.6921000000000002,0.00035,,,10.1016/j.jct.2007.02.008,thr
3268,-5615911495812324577,298.15,101.0,Liquid,2,CCCCCC,Solvent,0.2007999999999999,,CCO,Solvent,0.7992,,,,,,,,,,0.7355000000000002,0.0003,,,10.1016/j.jct.2007.02.008,thr
3272,1517709303387508176,298.15,101.325,Liquid,2,CCN(CC)CC,Solvent,0.7458,,CCO,Solvent,0.2542,,,,,,-0.8229,0.01275,,,,,,,10.1016/j.fluid.2005.08.001,thr
3273,-1988539795672332055,298.15,101.325,Liquid,2,CCN(CC)CC,Solvent,0.4943999999999999,,CCO,Solvent,0.5056,,,,,,-1.3328,0.0206,,,,,,,10.1016/j.fluid.2005.08.001,thr
3274,4726048092132115420,298.15,101.325,Liquid,2,CCN(CC)CC,Solvent,0.2953,,CCO,Solvent,0.7047,,,,,,-1.3097,0.02025,,,,,,,10.1016/j.fluid.2005.08.001,thr
3278,6301641395249544647,298.15,101.0,Liquid,2,CCO,Solvent,0.8012,,COc1ccccc1O,Solvent,0.1988,,,,,,-0.37949,0.008565,,,,,,,10.1016/j.fluid.2017.09.008,thr
3279,8620341956766384962,298.15,101.0,Liquid,2,CCO,Solvent,0.6006,,COc1ccccc1O,Solvent,0.3994,,,,,,-0.5491,0.00571,,,,,,,10.1016/j.fluid.2017.09.008,thr
3280,-8717915264811167524,298.15,101.0,Liquid,2,CCO,Solvent,0.2217,,COc1ccccc1O,Solvent,0.7783,,,,,,-0.23777,0.00939,,,,,,,10.1016/j.fluid.2017.09.008,thr
3281,-1680028466686777469,298.15,101.0,Liquid,2,CCO,Solvent,0.8046,,Cc1ccccc1O,Solvent,0.1954,,,,,,-1.11203,0.019505,,,,,,,10.1016/j.fluid.2017.09.008,thr
3282,4022605733584082271,298.15,101.0,Liquid,2,CCO,Solvent,0.5872999999999999,,Cc1ccccc1O,Solvent,0.4127,,,,,,-1.62073,0.017555,,,,,,,10.1016/j.fluid.2017.09.008,thr
3283,-7375085548866512250,298.15,101.0,Liquid,2,CCO,Solvent,0.1987,,Cc1ccccc1O,Solvent,0.8013,,,,,,-0.94358,0.023465,,,,,,,10.1016/j.fluid.2017.09.008,thr
3284,1734104099552976285,303.15,100.0,Liquid,2,CCO,Solvent,0.2617,,Cc1ccccc1O,Solvent,0.7383,,,,,,,,,,0.9948200000000004,0.0006,,,10.1016/j.jct.2018.12.039,thr
3285,-5952948909984154915,303.15,100.0,Liquid,2,CCO,Solvent,0.4698,,Cc1ccccc1O,Solvent,0.5302,,,,,,,,,,0.9524700000000004,0.0006,,,10.1016/j.jct.2018.12.039,thr
3286,-9101050468149205852,303.15,100.0,Liquid,2,CCO,Solvent,0.7799,,Cc1ccccc1O,Solvent,0.2200999999999999,,,,,,,,,,0.8671900000000002,0.000605,,,10.1016/j.jct.2018.12.039,thr
3287,-5200739995120082731,298.15,101.0,Liquid,2,CCO,Solvent,0.7997,,Cc1cccc(O)c1,Solvent,0.2003,,,,,,-0.79199,0.011965,,,,,,,10.1016/j.fluid.2017.09.008,thr
3288,-1462920641006086455,298.15,101.0,Liquid,2,CCO,Solvent,0.4139,,Cc1cccc(O)c1,Solvent,0.5861,,,,,,-1.14624,0.00985,,,,,,,10.1016/j.fluid.2017.09.008,thr
3289,-10766748142871638,298.15,101.0,Liquid,2,CCO,Solvent,0.2125,,Cc1cccc(O)c1,Solvent,0.7875,,,,,,-0.68742,0.01275,,,,,,,10.1016/j.fluid.2017.09.008,thr
3290,4987419605785573405,303.15,100.0,Liquid,2,CCO,Solvent,0.2637,,Cc1cccc(O)c1,Solvent,0.7363,,,,,,,,,,0.9852300000000004,0.0006,,,10.1016/j.jct.2018.12.039,thr
3291,-3878781980124738173,303.15,100.0,Liquid,2,CCO,Solvent,0.4724,,Cc1cccc(O)c1,Solvent,0.5276000000000001,,,,,,,,,,0.9446300000000002,0.0006,,,10.1016/j.jct.2018.12.039,thr
3292,-6518119324282380712,303.15,100.0,Liquid,2,CCO,Solvent,0.7817,,Cc1cccc(O)c1,Solvent,0.2183,,,,,,,,,,0.8631500000000002,0.000605,,,10.1016/j.jct.2018.12.039,thr
3499,-6426286165415883960,298.0,101.0,Liquid,2,CCCCOC(C)(C)C,Solvent,0.2528,,CCO,Solvent,0.7472,,,,,,,,,,0.7739900000000002,0.0001,,,10.1016/j.tca.2005.04.030,thr
3500,1088378787920588727,298.0,101.0,Liquid,2,CCCCOC(C)(C)C,Solvent,0.4999,,CCO,Solvent,0.5001,,,,,,,,,,0.7673000000000001,9.000000000000002e-05,,,10.1016/j.tca.2005.04.030,thr
3501,-6120741329205301118,298.0,101.0,Liquid,2,CCCCOC(C)(C)C,Solvent,0.7441,,CCO,Solvent,0.2559,,,,,,,,,,0.7624500000000002,7.500000000000002e-05,,,10.1016/j.tca.2005.04.030,thr
3714,-4474241815996855878,303.15,101.3,Liquid,2,CCO,Solvent,0.8072118717138856,,O=C(O)CCCC(=O)O,Solvent,0.1927881282861143,,,,,,,,,,0.9994000000000002,0.0015,,,10.1016/j.jct.2016.12.010,thr
3870,-4664304197730198496,298.15,100.0,Liquid,2,CCO,Solvent,0.25,,CCOC(C)=O,Solvent,0.75,,,,,,1.048,0.0265,,,,,,,10.1021/je200595b,thr
3871,-7135920737445322236,298.15,100.0,Liquid,2,CCO,Solvent,0.75,,CCOC(C)=O,Solvent,0.25,,,,,,0.859,0.0215,,,,,,,10.1021/je200595b,thr
3872,-8441962499772269900,298.15,100.0,Liquid,2,CCO,Solvent,0.5,,CCOC(C)=O,Solvent,0.5,,,,,,1.238,0.0315,,,,,,,10.1021/je200595b,thr
3873,-6248887617579334809,298.15,101.3,Liquid,2,CCO,Solvent,0.7163999999999999,,CCOC(C)=O,Solvent,0.2836,,,,,,,,,,0.8272700000000002,0.000395,,,10.1021/je800899w,thr
3874,-1067586390982832978,298.15,101.3,Liquid,2,CCO,Solvent,0.4986,,CCOC(C)=O,Solvent,0.5014,,,,,,,,,,0.8520500000000002,0.00036,,,10.1021/je800899w,thr
3875,-5447577053089360280,298.15,101.3,Liquid,2,CCO,Solvent,0.2070999999999999,,CCOC(C)=O,Solvent,0.7929,,,,,,,,,,0.8785100000000002,0.000315,,,10.1021/je800899w,thr
3876,-1563699188819665175,298.15,101.0,Liquid,2,CCO,Solvent,0.1998,,COC(C)=O,Solvent,0.8002,,,,,,,,,,0.9035400000000002,0.000195,,,10.1016/j.jct.2007.05.004,thr
3877,-1640833778335558641,298.15,101.0,Liquid,2,CCO,Solvent,0.4863,,COC(C)=O,Solvent,0.5137,,,,,,,,,,0.8665900000000002,0.0002,,,10.1016/j.jct.2007.05.004,thr
3878,-8219073464389030400,298.15,101.0,Liquid,2,CCO,Solvent,0.7986,,COC(C)=O,Solvent,0.2014,,,,,,,,,,0.8198900000000002,0.000215,,,10.1016/j.jct.2007.05.004,thr
3951,4574872923144373517,303.15,101.0,Liquid,2,CCO,Solvent,0.7846,,CS(C)=O,Solvent,0.2154,,,,,,0.455,0.003,,,,,,,10.1016/j.tca.2006.10.025,thr
3952,6025339164240868830,303.15,101.0,Liquid,2,CCO,Solvent,0.5484,,CS(C)=O,Solvent,0.4516,,,,,,0.489,0.003,,,,,,,10.1016/j.tca.2006.10.025,thr
3953,-7586112655833418247,303.15,101.0,Liquid,2,CCO,Solvent,0.2329,,CS(C)=O,Solvent,0.7671,,,,,,0.273,0.002,,,,,,,10.1016/j.tca.2006.10.025,thr
3954,5191905275069569269,303.15,101.0,Liquid,2,CCO,Solvent,0.7006,,CS(C)=O,Solvent,0.2994,,,,,,,,,,0.9024000000000002,0.00115,,,10.1016/j.jct.2006.10.016,thr
3955,-955495512232185786,303.15,101.0,Liquid,2,CCO,Solvent,0.5005,,CS(C)=O,Solvent,0.4995,,,,,,,,,,0.9633000000000002,0.00125,,,10.1016/j.jct.2006.10.016,thr
3956,-5957331755003648076,303.15,101.0,Liquid,2,CCO,Solvent,0.2987999999999999,,CS(C)=O,Solvent,0.7012,,,,,,,,,,1.0184000000000002,0.00135,,,10.1016/j.jct.2006.10.016,thr
3981,8312989006910176882,293.15,100.0,Liquid,2,CCO,Solvent,0.75,,O=Cc1ccco1,Solvent,0.25,,,,,,,,,,0.9149100000000002,0.000255,,,10.1016/j.tca.2014.11.009,thr
3982,-5543488483703203097,293.15,100.0,Liquid,2,CCO,Solvent,0.5499,,O=Cc1ccco1,Solvent,0.4501,,,,,,,,,,0.9973500000000004,0.000215,,,10.1016/j.tca.2014.11.009,thr
3983,6014554599212246164,293.15,100.0,Liquid,2,CCO,Solvent,0.2502,,O=Cc1ccco1,Solvent,0.7498,,,,,,,,,,1.0952600000000003,0.00021,,,10.1016/j.tca.2014.11.009,thr
4058,6610615936999753928,298.15,101.0,Liquid,2,CCO,Solvent,0.6999299999999999,,CN1CCN(C)C1=O,Solvent,0.30007,,,,,,,,,,0.9074100000000002,0.000145,,,10.1016/j.jct.2006.09.017,thr
4059,4926021811453639612,298.15,101.0,Liquid,2,CCO,Solvent,0.50037,,CN1CCN(C)C1=O,Solvent,0.49963,,,,,,,,,,0.9623600000000002,0.00011,,,10.1016/j.jct.2006.09.017,thr
4060,3673629863477771541,298.15,101.0,Liquid,2,CCO,Solvent,0.19998,,CN1CCN(C)C1=O,Solvent,0.80002,,,,,,,,,,1.0221900000000004,8.500000000000002e-05,,,10.1016/j.jct.2006.09.017,thr
4115,-8398480149151188506,308.15,101.0,Liquid,2,CCO,Solvent,0.7232000000000001,,OC1=NCCC1,Solvent,0.2768,,,,,,0.6228,0.00675,,,,,,,10.1016/j.tca.2009.03.014,thr
4116,-2942656267204719519,308.15,101.0,Liquid,2,CCO,Solvent,0.4663,,OC1=NCCC1,Solvent,0.5337,,,,,,0.4942,0.00535,,,,,,,10.1016/j.tca.2009.03.014,thr
4117,3948079519981174857,308.15,101.0,Liquid,2,CCO,Solvent,0.2460999999999999,,OC1=NCCC1,Solvent,0.7539,,,,,,0.2714,0.003,,,,,,,10.1016/j.tca.2009.03.014,thr
4159,8518189507435613505,298.15,101.0,Liquid,2,CCCCCCC,Solvent,0.502,,CCO,Solvent,0.498,,,,,,,,,,0.7062000000000002,0.00035,,,10.1016/j.jct.2007.02.008,thr
4160,5078036227066143059,298.15,101.0,Liquid,2,CCCCCCC,Solvent,0.1997999999999999,,CCO,Solvent,0.8002,,,,,,,,,,0.7410000000000002,0.0003,,,10.1016/j.jct.2007.02.008,thr
4161,2957714075005987838,298.17,101.0,Liquid,2,CCCCCCC,Solvent,0.7957,,CCO,Solvent,0.2043,,,,,,,,,,0.6875000000000001,0.00032,,,10.1016/j.jct.2004.12.002,thr
4162,4115238338712831102,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.4988,,CCO,Solvent,0.5012,,,,,,,,,,0.7947000000000002,0.0003,,,10.1016/j.jct.2007.02.008,thr
4163,3157251159075555775,298.15,100.8,Liquid,2,CCC(C)=O,Solvent,0.75,,CCO,Solvent,0.25,,,,,,,,,,0.7974000000000002,0.00015,,,10.1021/je049655w,thr
4164,-5459594585902505776,298.15,100.8,Liquid,2,CCC(C)=O,Solvent,0.25,,CCO,Solvent,0.75,,,,,,,,,,0.7909000000000002,0.00015,,,10.1021/je049655w,thr
4234,-8690246990993093645,303.15,100.0,Liquid,2,CCO,Solvent,0.2624,,Cc1ccc(O)cc1,Solvent,0.7376,,,,,,,,,,0.9859300000000002,0.0006,,,10.1016/j.jct.2018.12.039,tyr
4235,1270213352698356218,303.15,100.0,Liquid,2,CCO,Solvent,0.4707,,Cc1ccc(O)cc1,Solvent,0.5293,,,,,,,,,,0.9452300000000002,0.0006,,,10.1016/j.jct.2018.12.039,tyr
4236,-7801510855465254103,303.15,100.0,Liquid,2,CCO,Solvent,0.7805,,Cc1ccc(O)cc1,Solvent,0.2195,,,,,,,,,,0.8634700000000002,0.000605,,,10.1016/j.jct.2018.12.039,tyr
4237,1512895485446018892,298.15,101.33,Liquid,2,CCO,Solvent,0.4984,,ClC(Cl)Cl,Solvent,0.5016,,,,,,,,,,1.1900750000000004,0.0002265,,,10.1016/j.fluid.2006.11.005,thr
4238,2343336957783896945,298.15,101.0,Liquid,2,CCO,Solvent,0.7495,,ClC(Cl)Cl,Solvent,0.2505,,,,,,,,,,1.0082400000000002,0.0003,,,10.1016/j.jct.2006.03.010,thr
4239,-4618739305729083454,298.15,101.0,Liquid,2,CCO,Solvent,0.2503999999999999,,ClC(Cl)Cl,Solvent,0.7496,,,,,,,,,,1.3427900000000004,0.00049,,,10.1016/j.jct.2006.03.010,thr
4347,-3034026756972624994,298.15,101.0,Liquid,2,CC(C)NC(C)C,Solvent,0.2386,,CCO,Solvent,0.7614,,,,,,,,,,0.7745600000000001,0.00012,,,10.1016/j.tca.2011.05.006,thr
4348,2283998262309354982,298.15,101.0,Liquid,2,CC(C)NC(C)C,Solvent,0.5532,,CCO,Solvent,0.4468,,,,,,,,,,0.7523700000000002,0.00012,,,10.1016/j.tca.2011.05.006,thr
4349,-6919770347926213844,298.15,101.0,Liquid,2,CC(C)NC(C)C,Solvent,0.7395,,CCO,Solvent,0.2604999999999999,,,,,,,,,,0.7377000000000002,0.00012,,,10.1016/j.tca.2011.05.006,thr
4365,8146081553248804173,298.15,101.325,Liquid,2,CCO,Solvent,0.3003,,CN1CCNCC1,Solvent,0.6997,,,,,,,,,,0.8877500000000003,0.000195,,,10.1016/j.fluid.2005.05.012,thr
4366,-7028360164193065427,298.15,101.325,Liquid,2,CCO,Solvent,0.5004,,CN1CCNCC1,Solvent,0.4996,,,,,,,,,,0.8745600000000001,0.00021,,,10.1016/j.fluid.2005.05.012,thr
4367,-4916041537529035194,298.15,101.325,Liquid,2,CCO,Solvent,0.7011,,CN1CCNCC1,Solvent,0.2989,,,,,,,,,,0.8531400000000002,0.000235,,,10.1016/j.fluid.2005.05.012,thr
4506,-6269256996017782252,298.15,101.32,Liquid,2,CCI,Solvent,0.7698,,CCO,Solvent,0.2302,,,,,,,,,,1.7127000000000006,0.00043,,,10.1016/j.jct.2005.05.004,thr
4507,8404562715946981173,298.15,101.32,Liquid,2,CCI,Solvent,0.5111,,CCO,Solvent,0.4889,,,,,,,,,,1.4471200000000002,0.00043,,,10.1016/j.jct.2005.05.004,thr
4508,6870636726946544813,298.15,101.32,Liquid,2,CCI,Solvent,0.2065,,CCO,Solvent,0.7935,,,,,,,,,,1.0788000000000002,0.000455,,,10.1016/j.jct.2005.05.004,thr
4515,-5594751273226958430,298.15,101.325,Liquid,2,CCO,Solvent,0.2987,,Clc1ccccc1,Solvent,0.7013,,,,,,,,,,1.040328,8.050000000000002e-05,,,10.1016/j.fluid.2005.10.022,thr
4516,-7618469763599383425,298.15,101.325,Liquid,2,CCO,Solvent,0.4999,,Clc1ccccc1,Solvent,0.5001,,,,,,,,,,0.9888020000000004,9.550000000000004e-05,,,10.1016/j.fluid.2005.10.022,thr
4517,2262324889262397739,298.15,101.325,Liquid,2,CCO,Solvent,0.7229,,Clc1ccccc1,Solvent,0.2771,,,,,,,,,,0.9155750000000002,0.000109,,,10.1016/j.fluid.2005.10.022,thr
4521,4066715356879452858,298.15,101.0,Liquid,2,CCCCOP(=O)(OCCCC)OCCCC,Solvent,0.2419,,CCO,Solvent,0.7581,,,,,,0.14333,0.009735,,,,,,,10.1016/j.jct.2006.08.001,thr
4522,-3801021878178452710,298.15,101.0,Liquid,2,CCCCOP(=O)(OCCCC)OCCCC,Solvent,0.4593,,CCO,Solvent,0.5407,,,,,,0.10429,0.00817,,,,,,,10.1016/j.jct.2006.08.001,thr
4523,18412127789532614,298.15,101.0,Liquid,2,CCCCOP(=O)(OCCCC)OCCCC,Solvent,0.7236,,CCO,Solvent,0.2764,,,,,,0.01675,0.00467,,,,,,,10.1016/j.jct.2006.08.001,thr
4533,-7241643973300732029,298.15,100.0,Liquid,2,CCO,Solvent,0.7557,,NCCO,Solvent,0.2443,,,,,,,,,,0.8492000000000003,0.003215,,,10.1016/j.jct.2019.01.025,thr
4534,-7099722771716767868,298.15,100.0,Liquid,2,CCO,Solvent,0.4691999999999999,,NCCO,Solvent,0.5308,,,,,,,,,,0.9179000000000002,0.002985,,,10.1016/j.jct.2019.01.025,thr
4535,-556116205604943339,298.15,100.0,Liquid,2,CCO,Solvent,0.2489,,NCCO,Solvent,0.7511,,,,,,,,,,0.9646200000000004,0.002855,,,10.1016/j.jct.2019.01.025,thr
4596,2932782129916463061,303.15,100.0,Liquid,2,CCO,Solvent,0.7046,,CCOC(=O)C(C)C,Solvent,0.2954,,,,,,,,,,0.8180400000000002,0.00011,,,10.1016/j.jct.2019.105884,thr
4597,-1735567458895637098,303.15,100.0,Liquid,2,CCO,Solvent,0.5036,,CCOC(=O)C(C)C,Solvent,0.4964,,,,,,,,,,0.8336400000000002,0.00011,,,10.1016/j.jct.2019.105884,thr
4598,1606380127944341734,303.15,100.0,Liquid,2,CCO,Solvent,0.2005,,CCOC(=O)C(C)C,Solvent,0.7995,,,,,,,,,,0.8500400000000001,0.00011,,,10.1016/j.jct.2019.105884,thr
4599,-6340883951450231804,303.15,100.0,Liquid,2,CCO,Solvent,0.7090000000000001,,CCOC(=O)C(C)C,Solvent,0.291,,,,,,0.905,0.006,,,,,,,10.1016/j.jct.2019.105884,thr
4600,8487630765330912340,303.15,100.0,Liquid,2,CCO,Solvent,0.509,,CCOC(=O)C(C)C,Solvent,0.491,,,,,,1.172,0.0075,,,,,,,10.1016/j.jct.2019.105884,thr
4601,4515482270970470704,303.15,100.0,Liquid,2,CCO,Solvent,0.2039999999999999,,CCOC(=O)C(C)C,Solvent,0.796,,,,,,0.931,0.0065,,,,,,,10.1016/j.jct.2019.105884,thr
4699,384976916304742233,298.15,101.3,Liquid,2,CCO,Solvent,0.7545999999999999,,FC(F)(F)c1ccccc1,Solvent,0.2454,,,,,,,,,,0.9458000000000002,0.00015,,,10.1016/j.jct.2006.09.006,thr
4700,6997303136868622005,298.15,101.3,Liquid,2,CCO,Solvent,0.4978,,FC(F)(F)c1ccccc1,Solvent,0.5022,,,,,,,,,,1.0528000000000002,0.00015,,,10.1016/j.jct.2006.09.006,thr
4701,-8390210684031128856,298.15,101.3,Liquid,2,CCO,Solvent,0.2114,,FC(F)(F)c1ccccc1,Solvent,0.7886,,,,,,,,,,1.1349000000000005,0.0002,,,10.1016/j.jct.2006.09.006,thr
4702,-1514423282761905763,298.15,101.3,Liquid,2,CC(C)OC(C)C,Solvent,0.4811,,CCO,Solvent,0.5188999999999999,,,,,,,,,,0.7460000000000002,0.0003,,,10.1016/j.jct.2006.09.006,thr
4703,6908688789064506903,298.15,101.3,Liquid,2,CC(C)OC(C)C,Solvent,0.7432,,CCO,Solvent,0.2568,,,,,,,,,,0.7317000000000002,0.0003,,,10.1016/j.jct.2006.09.006,thr
4704,-2336377042967427307,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.2516,,CCO,Solvent,0.7484,,,,,,0.201984,0.0022845,,,,,,,10.1021/je9001416,thr
4705,-8184405553110247158,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.4894,,CCO,Solvent,0.5105999999999999,,,,,,0.400777,0.0043815,,,,,,,10.1021/je9001416,thr
4706,-1651972900450697789,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.7871,,CCO,Solvent,0.2128999999999999,,,,,,0.441139,0.0048085,,,,,,,10.1021/je9001416,thr
4707,-5738970689944369549,298.15,100.8,Liquid,2,CC(C)OC(C)C,Solvent,0.25,,CCO,Solvent,0.75,,,,,,,,,,0.7614000000000002,0.00015,,,10.1021/je050031f,thr
4771,-7693472562037768094,298.15,101.0,Liquid,2,CCC#N,Solvent,0.7514000000000001,,CCO,Solvent,0.2486,,,,,,,,,,0.7776000000000002,0.0002,,,10.1016/j.jct.2005.05.007,thr
4772,-5397883859464721527,298.15,101.0,Liquid,2,CCC#N,Solvent,0.4999,,CCO,Solvent,0.5001,,,,,,,,,,0.7800000000000001,0.0002,,,10.1016/j.jct.2005.05.007,thr
4773,8575645646454264649,298.15,101.0,Liquid,2,CCC#N,Solvent,0.2583999999999999,,CCO,Solvent,0.7416,,,,,,,,,,0.7827000000000003,0.0002,,,10.1016/j.jct.2005.05.007,thr
4867,1101081900848744992,298.15,101.0,Liquid,2,CC1(C)C(=O)[C@@]2(C)CC[C@@H]1C2,Solvent,0.2398,,CCO,Solvent,0.7602,,,,,,0.7953,0.00605,,,,,,,10.1016/j.jct.2010.12.004,thr
4868,-5741068804591177715,298.15,101.0,Liquid,2,CC1(C)C(=O)[C@@]2(C)CC[C@@H]1C2,Solvent,0.5103,,CCO,Solvent,0.4897,,,,,,1.118,0.007,,,,,,,10.1016/j.jct.2010.12.004,thr
4869,8411642268194205394,298.15,101.0,Liquid,2,CC1(C)C(=O)[C@@]2(C)CC[C@@H]1C2,Solvent,0.7501,,CCO,Solvent,0.2499,,,,,,0.9328,0.00635,,,,,,,10.1016/j.jct.2010.12.004,thr
4882,4310033184363598317,298.15,101.325,Liquid,2,CCO,Solvent,0.7293000000000001,,O=Cc1ccccc1,Solvent,0.2707,,,,,,1.1657,0.005,,,,,,,10.1016/j.jct.2011.05.014,thr
